,userID,bookmarkID,tagID,timestamp
258,147,217,193,1289306805000
259,147,217,194,1289306805000
260,147,218,66,1289306651000
261,147,218,68,1289306651000
262,147,218,174,1289306651000
263,147,218,195,1289306651000
264,147,218,196,1289306651000
265,147,218,197,1289306651000
266,147,219,36,1289306581000
267,147,219,66,1289306581000
268,147,219,179,1289306581000
269,147,219,198,1289306581000
270,147,219,199,1289306581000
271,147,219,200,1289306581000
272,147,221,179,1289269958000
273,147,221,203,1289269958000
274,147,221,204,1289269958000
275,147,221,205,1289269958000
276,147,221,206,1289269958000
277,147,221,207,1289269958000
278,147,221,208,1289269958000
279,147,222,23,1289269797000
280,147,222,36,1289269797000
281,147,222,209,1289269797000
282,147,222,210,1289269797000
283,147,222,211,1289269797000
284,147,222,212,1289269797000
285,147,224,68,1289221854000
286,147,224,200,1289221854000
287,147,224,214,1289221854000
288,147,224,215,1289221854000
289,147,224,216,1289221854000
290,147,225,217,1289221765000
291,147,225,218,1289221765000
292,147,225,219,1289221765000
293,147,225,220,1289221765000
294,147,226,221,1289220579000
295,147,226,222,1289220579000
296,147,226,223,1289220579000
297,147,226,224,1289220579000
298,147,227,4,1289220479000
299,147,227,225,1289220479000
300,147,227,226,1289220479000
301,147,228,36,1289220159000
302,147,228,227,1289220159000
303,147,228,228,1289220159000
304,147,228,229,1289220159000
305,147,230,186,1289135812000
306,147,230,233,1289135812000
307,147,231,143,1289096230000
308,147,231,176,1289096230000
309,147,231,179,1289096230000
310,147,231,234,1289096230000
311,147,232,13,1289095944000
312,147,232,97,1289095944000
313,147,232,186,1289095944000
314,147,232,235,1289095944000
315,147,233,95,1289095849000
316,147,233,179,1289095849000
317,147,233,236,1289095849000
318,147,233,237,1289095849000
319,147,234,36,1289045864000
320,147,234,227,1289045864000
321,147,234,238,1289045864000
322,147,235,179,1289012763000
323,147,235,199,1289012763000
324,147,235,239,1289012763000
325,147,235,240,1289012763000
326,147,235,241,1289012763000
327,147,235,242,1289012763000
328,147,236,36,1289009522000
329,147,236,83,1289009522000
330,147,236,243,1289009522000
331,147,236,244,1289009522000
332,147,236,245,1289009522000
333,147,237,52,1288959111000
334,147,237,69,1288959111000
335,147,237,193,1288959111000
336,147,237,194,1288959111000
337,147,237,212,1288959111000
338,147,237,246,1288959111000
339,147,237,247,1288959111000
340,147,240,180,1288957254000
341,147,240,254,1288957254000
342,147,240,255,1288957254000
343,147,240,256,1288957254000
344,147,241,36,1288956794000
345,147,241,78,1288956794000
346,147,241,179,1288956794000
347,147,241,199,1288956794000
348,147,241,257,1288956794000
349,147,242,258,1288956404000
350,147,242,259,1288956404000
351,147,242,260,1288956404000
352,147,242,261,1288956404000
353,147,242,262,1288956404000
354,147,243,66,1288921863000
355,147,243,227,1288921863000
356,147,243,263,1288921863000
357,147,243,264,1288921863000
358,147,243,265,1288921863000
359,147,243,266,1288921863000
360,147,243,267,1288921863000
361,147,243,268,1288921863000
362,147,244,36,1288859414000
363,147,244,253,1288859414000
364,147,244,269,1288859414000
365,147,244,270,1288859414000
366,147,244,271,1288859414000
367,147,245,227,1288858089000
368,147,245,267,1288858089000
369,147,245,272,1288858089000
370,147,245,273,1288858089000
371,147,245,274,1288858089000
372,147,245,275,1288858089000
373,147,245,276,1288858089000
374,147,245,277,1288858089000
375,147,246,36,1288858014000
376,147,246,68,1288858014000
377,147,246,227,1288858014000
378,147,246,258,1288858014000
379,147,246,263,1288858014000
380,147,246,278,1288858014000
381,147,247,220,1288857817000
382,147,247,272,1288857817000
383,147,247,279,1288857817000
384,147,247,280,1288857817000
385,147,247,281,1288857817000
386,147,247,282,1288857817000
387,147,247,283,1288857817000
388,147,247,284,1288857817000
389,147,249,194,1288857616000
390,147,249,288,1288857616000
391,147,249,289,1288857616000
392,147,249,290,1288857616000
393,147,249,291,1288857616000
394,147,250,268,1288857593000
395,147,250,275,1288857593000
396,147,250,292,1288857593000
397,147,250,293,1288857593000
398,147,251,22,1288857510000
399,147,251,36,1288857510000
400,147,251,68,1288857510000
401,147,251,294,1288857510000
402,147,251,295,1288857510000
403,147,251,296,1288857510000
404,147,253,68,1288857398000
405,147,253,179,1288857398000
406,147,253,199,1288857398000
407,147,253,200,1288857398000
408,147,253,237,1288857398000
409,147,253,299,1288857398000
410,147,253,300,1288857398000
411,147,254,193,1288857351000
412,147,254,194,1288857351000
413,147,254,301,1288857351000
414,147,254,302,1288857351000
415,147,254,303,1288857351000
416,147,254,304,1288857351000
417,147,254,305,1288857351000
418,147,255,143,1288857309000
419,147,255,306,1288857309000
420,147,255,307,1288857309000
421,147,256,68,1288857201000
422,147,256,200,1288857201000
423,147,256,227,1288857201000
424,147,256,275,1288857201000
425,147,256,308,1288857201000
426,147,256,309,1288857201000
427,147,257,36,1288857156000
428,147,257,52,1288857156000
429,147,257,209,1288857156000
430,147,257,310,1288857156000
431,147,258,22,1288720323000
432,147,258,311,1288720323000
433,147,258,312,1288720323000
434,147,258,313,1288720323000
435,147,258,314,1288720323000
436,147,258,315,1288720323000
437,147,259,316,1288718426000
438,147,259,317,1288718426000
439,147,259,318,1288718426000
440,147,259,319,1288718426000
441,147,259,320,1288718426000
442,147,260,228,1288696960000
443,147,260,263,1288696960000
444,147,260,268,1288696960000
445,147,260,321,1288696960000
446,147,260,322,1288696960000
447,147,262,36,1288616014000
448,147,262,226,1288616014000
449,147,262,253,1288616014000
450,147,262,327,1288616014000
451,147,262,328,1288616014000
452,147,262,329,1288616014000
453,147,262,330,1288616014000
454,147,263,36,1288615915000
455,147,263,179,1288615915000
456,147,263,195,1288615915000
457,147,263,202,1288615915000
458,147,263,244,1288615915000
459,147,263,331,1288615915000
460,147,263,332,1288615915000
461,147,264,227,1288615480000
462,147,264,242,1288615480000
463,147,264,275,1288615480000
464,147,265,68,1288615423000
465,147,265,179,1288615423000
466,147,265,253,1288615423000
467,147,265,316,1288615423000
468,147,265,333,1288615423000
469,147,265,334,1288615423000
470,147,266,140,1288614887000
471,147,266,328,1288614887000
472,147,266,335,1288614887000
473,147,266,336,1288614887000
474,147,266,337,1288614887000
475,147,267,66,1288613852000
476,147,267,82,1288613852000
477,147,267,263,1288613852000
478,147,267,268,1288613852000
479,147,268,338,1288393991000
480,147,268,339,1288393991000
481,147,268,340,1288393991000
482,147,268,341,1288393991000
483,147,269,97,1288364831000
484,147,269,342,1288364831000
485,147,269,343,1288364831000
486,147,269,344,1288364831000
487,147,270,248,1288351834000
488,147,270,278,1288351834000
489,147,270,345,1288351834000
490,147,270,346,1288351834000
491,147,270,347,1288351834000
492,147,271,348,1288347456000
493,147,271,349,1288347456000
494,147,271,350,1288347456000
495,147,272,22,1288347322000
496,147,272,193,1288347322000
497,147,272,231,1288347322000
498,147,272,235,1288347322000
499,147,272,351,1288347322000
500,147,272,352,1288347322000
501,147,272,353,1288347322000
502,147,273,179,1288340770000
503,147,273,220,1288340770000
504,147,273,354,1288340770000
505,147,273,355,1288340770000
506,147,274,22,1288340522000
507,147,274,179,1288340522000
508,147,274,193,1288340522000
509,147,274,194,1288340522000
510,147,274,290,1288340522000
511,147,274,356,1288340522000
512,147,274,357,1288340522000
513,147,274,358,1288340522000
514,147,274,359,1288340522000
515,147,275,22,1288340450000
516,147,275,36,1288340450000
517,147,275,179,1288340450000
518,147,275,193,1288340450000
519,147,275,231,1288340450000
520,147,276,193,1288340408000
521,147,276,194,1288340408000
522,147,276,288,1288340408000
523,147,276,290,1288340408000
524,147,276,360,1288340408000
525,147,276,361,1288340408000
526,147,276,362,1288340408000
527,147,277,22,1288340300000
528,147,277,193,1288340300000
529,147,277,194,1288340300000
530,147,277,290,1288340300000
531,147,277,299,1288340300000
532,147,277,363,1288340300000
533,147,277,364,1288340300000
534,147,277,365,1288340300000
535,147,279,66,1288340241000
536,147,279,176,1288340241000
537,147,279,179,1288340241000
538,147,279,367,1288340241000
539,147,279,368,1288340241000
540,147,279,369,1288340241000
541,147,280,370,1288285020000
542,147,280,371,1288285020000
543,147,280,372,1288285020000
544,147,281,36,1288281669000
545,147,281,83,1288281669000
546,147,281,174,1288281669000
547,147,281,178,1288281669000
548,147,281,183,1288281669000
549,147,281,223,1288281669000
550,147,281,257,1288281669000
551,147,281,278,1288281669000
552,147,281,373,1288281669000
553,147,282,22,1288281509000
554,147,282,36,1288281509000
555,147,282,193,1288281509000
556,147,282,194,1288281509000
557,147,282,212,1288281509000
558,147,282,231,1288281509000
559,147,282,290,1288281509000
560,147,282,304,1288281509000
561,147,282,335,1288281509000
562,147,282,374,1288281509000
563,147,282,375,1288281509000
564,147,282,376,1288281509000
565,147,282,377,1288281509000
566,147,282,378,1288281509000
567,147,283,248,1288276580000
568,147,283,278,1288276580000
569,147,283,345,1288276580000
570,147,283,379,1288276580000
571,147,283,380,1288276580000
572,147,283,381,1288276580000
573,147,283,382,1288276580000
574,147,284,248,1288276521000
575,147,284,345,1288276521000
576,147,284,383,1288276521000
577,147,285,248,1288276449000
578,147,285,278,1288276449000
579,147,285,345,1288276449000
580,147,285,384,1288276449000
581,147,285,385,1288276449000
582,147,285,386,1288276449000
583,147,286,345,1288276360000
584,147,286,387,1288276360000
585,147,286,388,1288276360000
586,147,286,389,1288276360000
587,147,286,390,1288276360000
588,147,286,391,1288276360000
589,147,287,179,1288273958000
590,147,287,193,1288273958000
591,147,287,194,1288273958000
592,147,287,231,1288273958000
593,147,287,290,1288273958000
594,147,287,304,1288273958000
595,147,287,392,1288273958000
596,147,288,9,1288273935000
597,147,288,179,1288273935000
598,147,288,193,1288273935000
599,147,288,194,1288273935000
600,147,288,231,1288273935000
601,147,288,304,1288273935000
602,147,289,199,1288203828000
603,147,289,393,1288203828000
604,147,289,394,1288203828000
605,147,289,395,1288203828000
606,147,289,396,1288203828000
607,147,289,397,1288203828000
608,147,291,174,1288180839000
609,147,291,275,1288180839000
610,147,291,400,1288180839000
611,147,291,401,1288180839000
612,147,291,402,1288180839000
613,147,292,174,1288175012000
614,147,292,199,1288175012000
615,147,292,403,1288175012000
616,147,292,404,1288175012000
617,147,292,405,1288175012000
618,147,292,406,1288175012000
619,147,293,140,1288117801000
620,147,293,334,1288117801000
621,147,293,407,1288117801000
622,147,294,303,1288104386000
623,147,294,408,1288104386000
624,147,294,409,1288104386000
625,147,296,66,1288092971000
626,147,296,263,1288092971000
627,147,296,412,1288092971000
628,147,297,36,1288091003000
629,147,297,66,1288091003000
630,147,297,68,1288091003000
631,147,297,174,1288091003000
632,147,297,199,1288091003000
633,147,297,413,1288091003000
634,147,297,414,1288091003000
635,147,299,313,1288090421000
636,147,299,419,1288090421000
637,147,299,420,1288090421000
638,147,299,421,1288090421000
639,147,301,209,1288053772000
640,147,301,290,1288053772000
641,147,301,424,1288053772000
642,147,301,425,1288053772000
643,147,302,228,1288039975000
644,147,302,426,1288039975000
645,147,302,427,1288039975000
646,147,302,428,1288039975000
647,147,302,429,1288039975000
648,233,303,430,1289233531000
649,233,303,431,1289233531000
650,233,303,432,1289233531000
651,233,303,433,1289233531000
652,233,303,434,1289233531000
653,233,304,169,1288698405000
654,233,304,179,1288698405000
655,233,304,434,1288698405000
656,233,305,122,1288635552000
657,233,305,434,1288635552000
658,233,305,435,1288635552000
659,233,305,436,1288635552000
660,233,306,434,1288359792000
661,233,306,437,1288359792000
662,233,306,438,1288359792000
663,233,306,439,1288359792000
664,233,306,440,1288359792000
665,233,306,441,1288359792000
666,233,307,343,1288278764000
667,233,307,434,1288278764000
668,233,308,119,1288278568000
669,233,308,122,1288278568000
670,233,308,442,1288278568000
671,233,308,443,1288278568000
672,233,310,298,1288004958000
673,233,310,444,1288004958000
674,233,311,343,1287701430000
675,233,311,435,1287701430000
676,233,311,445,1287701430000
677,233,311,446,1287701430000
678,233,312,435,1287504923000
679,233,312,446,1287504923000
680,233,313,199,1287498976000
681,233,313,242,1287498976000
682,233,313,400,1287498976000
683,233,313,447,1287498976000
684,233,313,448,1287498976000
685,233,313,449,1287498976000
686,233,314,434,1287072782000
687,233,314,450,1287072782000
688,233,314,451,1287072782000
689,233,315,431,1287070310000
690,233,315,451,1287070310000
691,233,315,452,1287070310000
692,233,315,453,1287070310000
693,233,316,179,1286989486000
694,233,316,242,1286989486000
695,233,316,434,1286989486000
696,233,317,164,1286885453000
697,233,317,434,1286885453000
698,233,317,435,1286885453000
699,233,317,445,1286885453000
700,233,318,431,1286556929000
701,233,318,454,1286556929000
702,233,318,455,1286556929000
703,233,318,456,1286556929000
704,233,318,457,1286556929000
705,233,320,199,1286538256000
706,233,320,461,1286538256000
707,233,320,462,1286538256000
708,233,323,434,1286297425000
709,233,323,435,1286297425000
710,233,323,445,1286297425000
711,233,323,446,1286297425000
712,233,323,465,1286297425000
713,233,324,435,1286297355000
714,233,324,445,1286297355000
715,233,324,446,1286297355000
716,233,324,465,1286297355000
717,233,325,434,1286297307000
718,233,325,435,1286297307000
719,233,325,445,1286297307000
720,233,325,446,1286297307000
721,233,325,466,1286297307000
722,233,326,298,1286297000000
723,233,326,435,1286297000000
724,233,326,446,1286297000000
725,233,326,467,1286297000000
726,233,326,468,1286297000000
727,233,327,298,1286296376000
728,233,327,435,1286296376000
729,233,327,446,1286296376000
730,233,327,467,1286296376000
731,233,327,468,1286296376000
732,233,328,298,1286296284000
733,233,328,435,1286296284000
734,233,328,445,1286296284000
735,233,328,446,1286296284000
736,233,328,467,1286296284000
737,233,328,468,1286296284000
738,233,329,122,1286295655000
739,233,329,186,1286295655000
740,233,329,434,1286295655000
741,233,329,435,1286295655000
742,233,329,469,1286295655000
743,233,329,470,1286295655000
744,233,329,471,1286295655000
745,233,330,472,1285765515000
746,233,331,91,1285699407000
747,233,331,209,1285699407000
748,233,331,221,1285699407000
749,233,331,473,1285699407000
750,233,331,474,1285699407000
751,233,332,179,1285697567000
752,233,332,442,1285697567000
753,233,332,472,1285697567000
754,233,333,472,1285696836000
755,233,333,475,1285696836000
756,233,334,339,1284850127000
757,233,334,476,1284850127000
758,233,334,477,1284850127000
759,233,334,478,1284850127000
760,233,334,479,1284850127000
761,233,336,343,1284726820000
762,233,336,434,1284726820000
763,233,336,435,1284726820000
764,233,336,446,1284726820000
765,233,336,462,1284726820000
766,233,336,482,1284726820000
767,233,336,483,1284726820000
768,233,337,179,1284725695000
769,233,337,242,1284725695000
770,233,337,434,1284725695000
771,233,337,442,1284725695000
772,233,337,446,1284725695000
773,233,337,483,1284725695000
774,233,337,484,1284725695000
775,233,337,485,1284725695000
776,233,338,476,1284674676000
777,233,338,478,1284674676000
778,233,338,486,1284674676000
779,233,338,487,1284674676000
780,233,338,488,1284674676000
781,233,339,343,1283439354000
782,233,339,435,1283439354000
783,233,339,445,1283439354000
784,233,339,446,1283439354000
785,233,340,435,1283439240000
786,233,340,445,1283439240000
787,233,340,446,1283439240000
788,233,341,122,1283438617000
789,233,341,435,1283438617000
790,233,341,445,1283438617000
791,233,341,446,1283438617000
792,233,342,489,1283299978000
793,233,342,490,1283299978000
794,233,342,491,1283299978000
795,233,342,492,1283299978000
796,233,344,119,1282132472000
797,233,344,122,1282132472000
798,233,344,143,1282132472000
799,233,344,454,1282132472000
800,233,345,206,1280934350000
801,233,345,263,1280934350000
802,233,345,266,1280934350000
803,233,345,276,1280934350000
804,233,345,435,1280934350000
805,233,345,493,1280934350000
806,233,346,122,1278334352000
807,233,346,365,1278334352000
808,233,346,459,1278334352000
809,233,346,494,1278334352000
810,233,347,365,1278334206000
811,233,347,438,1278334206000
812,233,347,494,1278334206000
813,233,347,495,1278334206000
814,233,348,122,1278334128000
815,233,348,204,1278334128000
816,233,348,365,1278334128000
817,233,348,396,1278334128000
818,233,348,459,1278334128000
819,233,348,496,1278334128000
820,233,349,122,1278334004000
821,233,349,204,1278334004000
822,233,349,343,1278334004000
823,233,349,365,1278334004000
824,233,349,396,1278334004000
825,233,349,459,1278334004000
826,233,349,494,1278334004000
827,233,350,434,1278068986000
828,233,350,497,1278068986000
829,233,350,498,1278068986000
830,233,350,499,1278068986000
831,233,351,435,1277835870000
832,233,351,500,1277835870000
833,233,351,501,1277835870000
834,233,352,206,1276885182000
835,233,352,263,1276885182000
836,233,352,266,1276885182000
837,233,352,434,1276885182000
838,233,353,442,1276877238000
839,233,353,502,1276877238000
840,233,356,68,1275503165000
841,233,356,209,1275503165000
842,233,356,228,1275503165000
843,233,356,343,1275503165000
844,233,358,199,1275052832000
845,233,358,395,1275052832000
846,233,358,434,1275052832000
847,233,358,508,1275052832000
848,233,359,221,1274466033000
849,233,359,431,1274466033000
850,233,359,434,1274466033000
851,233,359,509,1274466033000
852,233,359,510,1274466033000
853,233,360,122,1273080513000
854,233,360,179,1273080513000
855,233,360,263,1273080513000
856,233,360,435,1273080513000
857,233,360,445,1273080513000
858,233,360,446,1273080513000
859,233,360,450,1273080513000
860,233,361,179,1273080119000
861,233,361,434,1273080119000
862,233,361,445,1273080119000
863,233,361,446,1273080119000
864,233,361,450,1273080119000
865,233,362,434,1273080095000
866,233,362,446,1273080095000
867,233,362,450,1273080095000
868,233,363,78,1272553895000
869,233,363,119,1272553895000
870,233,363,122,1272553895000
871,233,363,223,1272553895000
872,233,363,298,1272553895000
873,233,363,434,1272553895000
874,233,363,438,1272553895000
875,233,365,239,1271417073000
876,233,365,513,1271417073000
877,233,365,514,1271417073000
878,233,366,507,1269912387000
879,233,366,515,1269912387000
880,233,366,516,1269912387000
881,233,367,446,1269622265000
882,233,367,488,1269622265000
883,233,367,496,1269622265000
884,233,367,517,1269622265000
885,233,368,186,1269023555000
886,233,368,435,1269023555000
887,233,368,446,1269023555000
888,233,368,469,1269023555000
889,233,368,518,1269023555000
890,233,369,186,1269023508000
891,233,369,469,1269023508000
892,233,369,518,1269023508000
893,233,370,519,1268872665000
894,233,370,520,1268872665000
895,233,371,209,1268870080000
896,233,371,457,1268870080000
897,233,371,521,1268870080000
898,233,374,156,1268576205000
899,233,374,209,1268576205000
900,233,374,457,1268576205000
901,233,374,521,1268576205000
902,233,375,446,1268328765000
903,233,375,450,1268328765000
904,233,375,522,1268328765000
905,233,376,343,1268328581000
906,233,376,435,1268328581000
907,233,376,445,1268328581000
908,233,376,446,1268328581000
909,233,378,119,1268239747000
910,233,378,122,1268239747000
911,233,378,343,1268239747000
912,233,378,434,1268239747000
913,233,379,122,1268161922000
914,233,379,435,1268161922000
915,233,379,445,1268161922000
916,233,379,446,1268161922000
917,233,379,523,1268161922000
918,233,380,228,1267638778000
919,233,380,435,1267638778000
920,233,380,446,1267638778000
921,233,382,435,1267549014000
922,233,382,445,1267549014000
923,233,382,446,1267549014000
924,233,382,524,1267549014000
925,233,383,457,1267548816000
926,233,383,483,1267548816000
927,233,383,499,1267548816000
928,233,383,525,1267548816000
929,233,384,179,1267206316000
930,233,384,343,1267206316000
931,233,384,434,1267206316000
932,233,385,434,1267130215000
933,233,385,435,1267130215000
934,233,385,446,1267130215000
935,233,385,462,1267130215000
936,233,385,526,1267130215000
937,233,386,447,1267120580000
938,233,386,449,1267120580000
939,233,386,527,1267120580000
940,233,386,528,1267120580000
941,233,387,434,1266339614000
942,233,387,497,1266339614000
943,233,388,343,1266329765000
944,233,388,435,1266329765000
945,233,388,445,1266329765000
946,233,388,504,1266329765000
947,233,389,179,1265382045000
948,233,389,442,1265382045000
949,233,389,446,1265382045000
950,233,389,462,1265382045000
951,233,390,199,1264096694000
952,233,390,529,1264096694000
953,233,391,343,1264095571000
954,233,391,435,1264095571000
955,233,391,445,1264095571000
956,233,391,446,1264095571000
957,233,392,159,1264095414000
958,233,392,179,1264095414000
959,233,392,357,1264095414000
960,233,392,435,1264095414000
961,233,392,445,1264095414000
962,233,393,435,1264095275000
963,233,393,462,1264095275000
964,233,393,484,1264095275000
965,233,395,530,1264094907000
966,233,395,531,1264094907000
967,233,396,445,1264094788000
968,233,396,446,1264094788000
969,233,397,119,1264094321000
970,233,397,530,1264094321000
971,233,397,532,1264094321000
972,233,398,242,1264094141000
973,233,398,442,1264094141000
974,233,399,445,1264094038000
975,233,399,499,1264094038000
976,233,399,523,1264094038000
977,233,400,4,1263930546000
978,233,400,174,1263930546000
979,233,400,199,1263930546000
980,233,400,235,1263930546000
981,233,400,533,1263930546000
982,233,400,534,1263930546000
983,233,401,156,1262619503000
984,233,401,169,1262619503000
985,233,401,443,1262619503000
986,233,401,507,1262619503000
987,233,401,521,1262619503000
988,233,402,434,1261682270000
989,233,402,499,1261682270000
990,233,402,535,1261682270000
991,242,403,204,1289232482000
992,242,403,223,1289232482000
993,242,403,278,1289232482000
994,242,403,324,1289232482000
995,242,403,366,1289232482000
996,242,403,400,1289232482000
